region,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MHI,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,MTMNM,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,NMI,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Palau,Guam,Guam,Guam,Guam,Guam,Guam,Guam,Guam,Guam,Guam,Guam,Guam,Guam,Guam,Guam,Guam,Guam
1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.681,NA,NA,54.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.115,52.617,48.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.617,NA,NA,97.958,NA,NA,NA,NA,NA,NA,NA,NA,104.675,101.876,71.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.498,58.775,273.722,NA,87.322,NA,NA,108.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.932,NA,NA,54.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258.049,NA,NA,NA,NA,NA,NA,91.241,43.101,50.938,NA,NA,NA,NA,NA,NA,NA,NA,265.885,44.781,NA,277.64,87.882,NA,NA,NA,NA,NA,340.333,NA,NA,97.958,89.002,43.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.976,45.9,86.203,NA,92.92,NA,NA,104.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.663,NA,88.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.334,NA,NA,54.856,NA,NA,234.539,NA,305.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336.415,NA,115.31,NA,NA,NA,NA,NA,NA,63.812,38.623,45.34,NA,NA,NA,NA,NA,NA,NA,NA,106.914,49.259,NA,95.719,89.561,NA,NA,287.156,NA,NA,99.077,NA,NA,62.133,58.215,40.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.215,43.101,96.838,293.313,73.888,NA,NA,76.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,364.889,NA,53.912,NA,NA,NA,NA,NA,NA,NA,NA,273.503,115.055,NA,65.746,NA,NA,NA,NA,NA,315.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.416,NA,NA,50.378,NA,NA,95.159,NA,110.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.026,390.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.75,NA,80.045,NA,NA,NA,NA,NA,NA,59.334,30.227,32.466,NA,NA,NA,NA,NA,NA,NA,NA,88.442,45.9,NA,79.486,62.693,NA,NA,104.115,NA,NA,71.089,NA,302.269,63.253,57.655,43.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.46,35.265,78.366,94.039,52.617,277.08,250.212,51.498,300.458,NA,NA,NA,NA,324.127,NA,NA,NA,109.138,NA,65.746,NA,NA,NA,NA,NA,NA,NA,NA,149.9,78.238,NA,66.403,NA,NA,NA,NA,NA,126.232,NA,NA,NA,NA,NA,NA,NA,361.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.775,NA,NA,41.982,NA,NA,57.095,NA,101.876,NA,NA,384.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.669,129.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.468,NA,68.29,NA,NA,NA,NA,NA,NA,62.693,29.667,41.982,NA,NA,NA,270.363,NA,NA,NA,NA,72.209,40.303,NA,75.008,55.976,NA,NA,103.555,NA,425.976,69.41,NA,93.48,71.089,63.812,38.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.9,39.743,73.328,67.731,55.416,118.109,96.838,60.454,96.646,NA,NA,NA,321.497,135.436,NA,NA,NA,82.182,NA,70.348,NA,NA,NA,NA,NA,NA,NA,NA,99.276,63.773,NA,48.652,NA,NA,NA,294.541,NA,75.608,NA,NA,NA,NA,NA,NA,NA,119.657,292.569,NA,NA,NA,NA,NA,328.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.215,NA,NA,50.378,NA,NA,67.171,NA,87.882,NA,NA,171.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.926,85.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.033,NA,54.297,NA,NA,NA,NA,NA,NA,50.938,31.346,44.781,NA,NA,NA,118.669,NA,NA,NA,NA,59.894,40.303,272.602,76.127,43.661,267.564,255.809,116.989,NA,101.316,60.454,NA,69.41,47.02,57.095,35.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.743,37.504,51.498,67.171,65.492,83.964,85.083,41.422,94.017,334.646,NA,NA,103.221,82.182,NA,NA,NA,62.459,351.083,65.746,NA,NA,NA,NA,NA,NA,NA,NA,59.829,47.337,NA,59.829,NA,NA,NA,126.889,308.348,60.486,NA,NA,NA,NA,353.713,NA,NA,66.403,95.331,NA,NA,372.779,412.884,NA,108.481,NA,NA,NA,NA,NA,NA,NA,NA,307.033,276.79,344.508,NA,NA,NA,NA,NA,NA,81.525,NA,NA,308.348,261.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.378,NA,NA,37.504,NA,NA,70.53,NA,65.492,NA,NA,155.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.089,82.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.033,NA,57.655,NA,NA,NA,NA,NA,345.371,66.611,32.466,33.026,NA,NA,NA,97.398,NA,NA,NA,NA,44.221,33.026,116.989,78.366,45.34,118.669,92.36,93.48,NA,72.769,55.416,NA,55.976,46.46,41.982,34.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.504,33.585,61.014,69.97,51.498,68.85,67.171,54.856,80.21,155.818,275.475,296.514,100.591,63.773,NA,NA,303.088,67.718,95.331,46.022,NA,NA,NA,NA,NA,NA,NA,NA,55.884,40.762,NA,51.939,NA,NA,NA,94.017,128.204,74.293,NA,NA,NA,320.182,136.751,NA,NA,65.746,81.525,NA,NA,107.823,165.022,NA,81.525,NA,NA,NA,NA,NA,383.298,NA,NA,113.083,94.017,119,303.746,267.586,NA,NA,NA,NA,72.978,NA,NA,95.989,142.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.878,NA,NA,NA,NA,360.945,377.381,NA,NA,356.342,NA,105.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.585,NA,NA,36.944,NA,326.339,75.008,NA,73.328,NA,NA,111.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.611,81.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.404,NA,50.378,NA,NA,NA,NA,NA,138.82,43.661,32.466,38.064,NA,NA,NA,95.719,NA,NA,NA,NA,43.661,33.026,114.191,57.095,46.46,98.517,92.36,66.051,357.126,81.165,51.498,NA,54.856,50.378,44.781,29.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.384,40.862,49.259,47.579,55.416,58.215,82.284,34.705,73.635,141.354,93.359,88.099,76.923,58.514,265.613,NA,123.602,74.95,84.812,51.939,NA,NA,338.591,NA,NA,297.171,NA,328.072,54.569,41.42,NA,44.05,NA,NA,NA,65.088,60.486,40.762,NA,NA,NA,114.398,114.398,NA,NA,56.541,76.923,349.768,NA,72.32,100.591,NA,73.635,NA,NA,NA,NA,284.679,104.536,NA,NA,88.757,82.84,88.099,121.63,136.094,333.989,NA,NA,NA,69.691,NA,320.182,71.663,84.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.359,NA,NA,400.392,NA,95.331,114.398,NA,NA,101.249,NA,93.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.028,NA,NA,NA,314.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.145,NA,NA,34.145,336.415,127.625,72.769,NA,64.932,NA,NA,75.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.297,68.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.41,NA,53.177,NA,NA,NA,NA,NA,115.31,42.542,33.585,52.617,NA,NA,NA,76.687,NA,NA,NA,NA,45.9,27.988,81.165,36.944,41.982,92.92,87.322,64.372,132.663,76.687,48.699,NA,59.894,41.982,40.303,30.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.787,43.661,39.743,38.623,57.095,52.617,61.014,34.705,55.884,73.635,64.431,92.044,63.116,49.967,115.713,NA,109.138,62.459,74.293,49.309,NA,NA,118.342,NA,324.127,138.066,362.917,105.193,47.337,37.475,NA,39.447,NA,NA,NA,65.746,71.005,49.967,NA,NA,276.132,103.878,59.171,NA,NA,52.597,50.624,122.287,NA,51.939,88.757,NA,55.226,NA,NA,NA,NA,108.481,57.856,NA,NA,78.238,82.84,74.95,71.663,65.746,92.044,287.309,NA,NA,65.088,NA,97.961,78.895,68.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.469,NA,NA,NA,NA,NA,280.077,NA,NA,NA,316.895,318.21,62.459,NA,NA,164.365,NA,75.608,83.497,NA,NA,80.21,403.022,80.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.099,NA,NA,NA,95.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.743,NA,NA,25.749,108.593,104.115,43.661,NA,53.737,NA,NA,67.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.617,73.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.215,NA,45.34,NA,NA,NA,NA,NA,69.97,44.221,35.265,36.384,NA,NA,NA,59.334,NA,NA,NA,NA,41.422,27.428,59.334,48.139,31.346,61.014,70.53,53.737,89.561,58.215,53.177,336.044,60.454,42.542,34.705,30.787,340.34,361.865,338.457,NA,NA,NA,336.183,341.722,NA,34.145,44.781,29.667,44.221,52.058,41.982,43.661,34.705,54.569,68.376,69.691,84.155,62.459,42.735,72.32,345.823,76.923,56.541,61.144,36.818,NA,NA,86.127,NA,92.702,82.182,117.685,72.32,47.994,45.365,NA,39.447,NA,NA,NA,52.597,63.116,44.707,NA,NA,89.414,69.691,61.144,NA,NA,46.68,47.994,94.017,NA,59.171,53.912,268.243,49.967,NA,NA,NA,366.862,82.182,61.144,317.552,366.862,55.884,80.867,57.856,88.757,79.552,69.033,99.276,NA,NA,59.171,NA,80.867,69.033,58.514,NA,NA,NA,NA,NA,NA,NA,308.348,NA,NA,342.536,NA,117.685,NA,NA,NA,NA,NA,134.779,325.442,408.282,NA,111.768,101.906,61.144,362.26,NA,86.127,NA,67.718,76.923,NA,NA,68.376,132.807,90.729,NA,299.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.706,NA,NA,NA,NA,NA,338.591,323.469,112.425,NA,NA,NA,108.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.101,NA,NA,25.189,75.008,73.888,43.661,345.931,36.944,NA,NA,68.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.856,40.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.938,288.275,39.183,NA,NA,NA,NA,NA,50.378,36.384,41.982,29.667,NA,NA,NA,54.856,NA,NA,NA,NA,39.183,26.309,58.775,52.058,39.743,61.014,75.567,48.699,87.322,52.058,59.894,128.78,54.856,38.623,27.988,23.51,166.428,140.346,129.167,323.321,372.629,309.894,141.343,124.201,383.77,33.585,43.101,35.265,38.623,54.297,38.064,50.938,35.825,40.762,79.552,63.773,69.691,61.801,38.133,62.459,149.243,57.199,48.652,45.365,43.392,NA,NA,92.702,NA,74.95,64.431,97.304,78.238,51.939,31.558,NA,36.16,NA,NA,NA,60.486,49.967,49.967,NA,NA,86.127,48.652,55.226,NA,NA,49.309,63.773,80.21,NA,45.365,71.005,115.055,65.088,NA,NA,NA,132.149,55.226,75.608,105.851,101.906,42.077,69.033,78.238,71.005,87.442,72.32,71.663,NA,NA,61.144,379.353,70.348,57.199,53.912,NA,NA,NA,NA,NA,NA,NA,94.674,320.84,279.42,141.354,280.735,70.348,NA,NA,NA,NA,372.121,107.166,90.729,128.204,NA,112.425,71.005,54.569,93.359,NA,59.829,NA,74.293,54.569,NA,NA,59.829,126.232,66.403,NA,118.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.383,NA,NA,NA,NA,310.978,100.591,118.342,47.994,349.11,NA,NA,62.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.386,NA,NA,353.117,336.926,363.7,404.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
