date,region,site,id,species,length,sex,oto_rad,oto_wt,age,SSTmean,SSTlo
27-Jul-14,Chuuk,NA,CH1407EP24,Epinephelus_polyphekadion,317,F,1128.627,0.145,5,29.41,28.9
27-Jul-14,Chuuk,NA,CH1407EP25,Epinephelus_polyphekadion,315,F,1133.49,0.132,6,29.4,28.89
27-Jul-14,Chuuk,NA,CH1407EP26,Epinephelus_polyphekadion,284,F,1190.653,0.118,5,29.41,28.9
30-Jul-14,Chuuk,NA,CH1408EP01,Epinephelus_polyphekadion,230,F,815.26,0.07,3,29.47,28.95
30-Jul-14,Chuuk,NA,CH1408EP02,Epinephelus_polyphekadion,219,NA,825.614,NA,3,29.47,28.95
29-Jul-14,Chuuk,NA,CH1408EP03,Epinephelus_polyphekadion,206,NA,682.357,0.047,2,29.44,29.02
01-Aug-14,Chuuk,NA,CH1408EP04,Epinephelus_polyphekadion,376,F,1053.818,0.129,5,29.41,28.9
01-Aug-14,Chuuk,NA,CH1408EP05,Epinephelus_polyphekadion,395,F,1277.003,0.179,7,29.38,28.91
01-Aug-14,Chuuk,NA,CH1408EP06,Epinephelus_polyphekadion,287,F,836.74,0.08,3,29.47,28.95
01-Aug-14,Chuuk,NA,CH1408EP07,Epinephelus_polyphekadion,292,NA,947.414,0.1,5,29.41,28.9
01-Aug-14,Chuuk,NA,CH1408EP08,Epinephelus_polyphekadion,406,F,1044.71,0.181,6,29.4,28.89
30-Jul-14,Chuuk,NA,CH1408EP10,Epinephelus_polyphekadion,233,F,733.364,0.062,3,29.47,28.95
30-Jul-14,Chuuk,NA,CH1408EP11,Epinephelus_polyphekadion,225,NA,746.72,0.053,2,29.44,29.02
30-Jul-14,Chuuk,NA,CH1408EP12,Epinephelus_polyphekadion,213,F,913.387,0.063,3,29.47,28.95
01-Aug-14,Chuuk,NA,CH1408EP13,Epinephelus_polyphekadion,374,NA,1040.656,0.158,4,29.44,29.03
04-Aug-14,Chuuk,NA,CH1408EP14,Epinephelus_polyphekadion,205,NA,674.656,0.046,2,29.44,29.02
05-Aug-14,Chuuk,NA,CH1408EP15,Epinephelus_polyphekadion,212,F,765.985,0.052,3,29.47,28.95
10-Aug-14,Chuuk,NA,CH1408EP16,Epinephelus_polyphekadion,345,F,1107.952,0.163,6,29.4,28.89
10-Aug-14,Chuuk,NA,CH1408EP18,Epinephelus_polyphekadion,314,F,1189.435,0.151,6,29.4,28.89
10-Aug-14,Chuuk,NA,CH1408EP20,Epinephelus_polyphekadion,306,NA,1008.223,0.095,4,29.44,29.03
13-Aug-14,Chuuk,NA,CH1408EP21,Epinephelus_polyphekadion,326,F,1015.521,0.116,4,29.44,29.03
13-Aug-14,Chuuk,NA,CH1408EP24,Epinephelus_polyphekadion,264,F,1081.195,0.086,4,29.44,29.03
25-Aug-14,Chuuk,NA,CH1408EP26,Epinephelus_polyphekadion,285,F,891.469,0.098,4,29.44,29.03
25-Aug-14,Chuuk,NA,CH1408EP27,Epinephelus_polyphekadion,298,F,1174.841,0.127,8,29.34,28.87
25-Aug-14,Chuuk,NA,CH1408EP28,Epinephelus_polyphekadion,374,F,1860.772,0.234,15,29.3,28.8
25-Aug-14,Chuuk,NA,CH1408EP29,Epinephelus_polyphekadion,333,F,1019.169,0.139,6,29.4,28.89
25-Aug-14,Chuuk,NA,CH1408EP30,Epinephelus_polyphekadion,320,NA,923.091,NA,5,29.41,28.9
25-Aug-14,Chuuk,NA,CH1408EP31,Epinephelus_polyphekadion,290,F,1094.573,0.099,5,29.41,28.9
31-Aug-14,Chuuk,NA,CH1409EP03,Epinephelus_polyphekadion,294,NA,843.323,0.086,3,29.47,28.95
01-Sep-14,Chuuk,NA,CH1409EP05,Epinephelus_polyphekadion,209,F,957.024,NA,3,29.47,28.95
02-Sep-14,Chuuk,NA,CH1409EP06,Epinephelus_polyphekadion,218,NA,783.117,NA,2,29.44,29.02
08-Sep-14,Chuuk,NA,CH1409EP10,Epinephelus_polyphekadion,307,NA,1069.652,0.111,5,29.41,28.9
15-Sep-14,Chuuk,NA,CH1409EP13,Epinephelus_polyphekadion,339,F,1076.185,0.141,5,29.41,28.9
15-Sep-14,Chuuk,NA,CH1409EP14,Epinephelus_polyphekadion,364,F,875.453,0.14,5,29.41,28.9
15-Sep-14,Chuuk,NA,CH1409EP17,Epinephelus_polyphekadion,276,F,1171.472,0.108,5,29.41,28.9
01-Oct-14,Chuuk,NA,CH1410EP01,Epinephelus_polyphekadion,386,F,1034.98,0.177,7,29.38,28.91
01-Oct-14,Chuuk,NA,CH1410EP02,Epinephelus_polyphekadion,339,NA,1213.759,0.118,6,29.4,28.89
01-Oct-14,Chuuk,NA,CH1410EP03,Epinephelus_polyphekadion,343,NA,1045.925,0.136,5,29.41,28.9
01-Oct-14,Chuuk,NA,CH1410EP04,Epinephelus_polyphekadion,342,F,1026.466,0.135,5,29.41,28.9
01-Oct-14,Chuuk,NA,CH1410EP05,Epinephelus_polyphekadion,298,F,1140.789,0.107,6,29.4,28.89
06-Oct-14,Chuuk,NA,CH1410EP06,Epinephelus_polyphekadion,395,F,1075.115,0.174,6,29.4,28.89
06-Oct-14,Chuuk,NA,CH1410EP07,Epinephelus_polyphekadion,299,F,934.036,0.153,5,29.41,28.9
06-Oct-14,Chuuk,NA,CH1410EP08,Epinephelus_polyphekadion,286,NA,1238.084,0.114,6,29.4,28.89
06-Oct-14,Chuuk,NA,CH1410EP09,Epinephelus_polyphekadion,287,F,976.602,0.104,4,29.44,29.03
15-Oct-14,Chuuk,NA,CH1410EP10,Epinephelus_polyphekadion,321,F,1010.656,0.13,5,29.41,28.9
15-Oct-14,Chuuk,NA,CH1410EP11,Epinephelus_polyphekadion,290,F,1034.979,0.101,5,29.41,28.9
15-Oct-14,Chuuk,NA,CH1410EP12,Epinephelus_polyphekadion,325,NA,1211.328,0.121,6,29.4,28.89
15-Oct-14,Chuuk,NA,CH1410EP13,Epinephelus_polyphekadion,306,F,1169.977,0.144,6,29.4,28.89
22-Oct-14,Chuuk,NA,CH1410EP15,Epinephelus_polyphekadion,329,M,1156.598,0.153,6,29.4,28.89
22-Oct-14,Chuuk,NA,CH1410EP16,Epinephelus_polyphekadion,451,F,1854.694,0.296,14,29.32,28.79
22-Oct-14,Chuuk,NA,CH1410EP17,Epinephelus_polyphekadion,353,F,1005.791,0.145,6,29.4,28.89
22-Oct-14,Chuuk,NA,CH1410EP19,Epinephelus_polyphekadion,385,M,1458.215,0.221,10,29.33,28.8
28-Oct-14,Chuuk,NA,CH1410EP20,Epinephelus_polyphekadion,360,F,1081.194,0.168,5,29.41,28.9
28-Oct-14,Chuuk,NA,CH1410EP21,Epinephelus_polyphekadion,328,F,1194.3,0.166,7,29.38,28.91
28-Oct-14,Chuuk,NA,CH1410EP22,Epinephelus_polyphekadion,337,F,1082.412,0.151,6,29.4,28.89
28-Oct-14,Chuuk,NA,CH1410EP23,Epinephelus_polyphekadion,340,M,1391.324,0.189,8,29.34,28.87
28-Oct-14,Chuuk,NA,CH1410EP24,Epinephelus_polyphekadion,365,F,1123.762,0.161,5,29.41,28.9
28-Oct-14,Chuuk,NA,CH1410EP25,Epinephelus_polyphekadion,330,NA,1042.276,0.14,5,29.41,28.9
20-Feb-98,Pohnpei,NA,PP9802EP19,Epinephelus_polyphekadion,234,F,1000.032,NA,3,29.11,28.62
11-Mar-98,Pohnpei,NA,PP9803EP014,Epinephelus_polyphekadion,447,M,2287.656,0.358,15,29.11,28.45
12-Mar-98,Pohnpei,NA,PP9803EP023,Epinephelus_polyphekadion,390,M,1300.11,0.201,8,29.05,28.38
12-Mar-98,Pohnpei,NA,PP9803EP031,Epinephelus_polyphekadion,439,M,2074.823,0.38,15,29.11,28.45
13-Mar-98,Pohnpei,NA,PP9803EP047,Epinephelus_polyphekadion,455,F,2258.467,0.336,17,29.08,28.41
13-Mar-98,Pohnpei,NA,PP9803EP049,Epinephelus_polyphekadion,460,M,1574.97,0.264,9,29.07,28.4
13-Mar-98,Pohnpei,NA,PP9803EP054,Epinephelus_polyphekadion,446,M,1716.047,0.271,12,29.11,28.45
13-Mar-98,Pohnpei,NA,PP9803EP058,Epinephelus_polyphekadion,417,NA,959.576,0.168,5,29.16,28.56
13-Mar-98,Pohnpei,NA,PP9803EP063,Epinephelus_polyphekadion,454,M,1803.613,0.307,13,29.12,28.45
13-Mar-98,Pohnpei,NA,PP9803EP068,Epinephelus_polyphekadion,428,M,2541.842,0.342,21,29.11,28.4
13-Mar-98,Pohnpei,NA,PP9803EP071,Epinephelus_polyphekadion,438,NA,1419.296,0.213,11,29.12,28.46
13-Mar-98,Pohnpei,NA,PP9803EP073,Epinephelus_polyphekadion,460,NA,1261.191,0.24,7,29.04,28.36
13-Mar-98,Pohnpei,NA,PP9803EP074,Epinephelus_polyphekadion,434,F,1858.34,0.289,13,29.12,28.45
13-Mar-98,Pohnpei,NA,PP9803EP079,Epinephelus_polyphekadion,458,F,1735.506,0.285,11,29.12,28.46
13-Mar-98,Pohnpei,NA,PP9803EP080,Epinephelus_polyphekadion,437,NA,1741.589,0.267,12,29.11,28.45
13-Mar-98,Pohnpei,NA,PP9803EP082,Epinephelus_polyphekadion,470,F,1750.102,0.348,12,29.11,28.45
13-Mar-98,Pohnpei,NA,PP9803EP084,Epinephelus_polyphekadion,385,M,1594.428,0.238,9,29.07,28.4
14-Mar-98,Pohnpei,NA,PP9803EP097,Epinephelus_polyphekadion,415,NA,1598.076,0.248,10,29.09,28.44
01-Apr-98,Pohnpei,NA,PP9804EP001,Epinephelus_polyphekadion,463,M,1356.054,0.165,8,29.05,28.38
02-Apr-98,Pohnpei,NA,PP9804EP004,Epinephelus_polyphekadion,474,M,1174.842,0.204,5,29.16,28.56
02-Apr-98,Pohnpei,NA,PP9804EP005,Epinephelus_polyphekadion,485,NA,1778.072,0.311,13,29.12,28.45
03-Apr-98,Pohnpei,NA,PP9804EP010,Epinephelus_polyphekadion,404,NA,1399.837,0.203,8,29.05,28.38
03-Apr-98,Pohnpei,NA,PP9804EP012,Epinephelus_polyphekadion,424,NA,1416.864,0.225,8,29.05,28.38
03-Apr-98,Pohnpei,NA,PP9804EP013a,Epinephelus_polyphekadion,425,NA,2299.82,0.185,17,29.08,28.41
10-Apr-98,Pohnpei,NA,PP9804EP013b,Epinephelus_polyphekadion,364,F,1161.463,NA,8,29.05,28.38
03-Apr-98,Pohnpei,NA,PP9804EP016,Epinephelus_polyphekadion,433,NA,1719.696,0.269,11,29.12,28.46
03-Apr-98,Pohnpei,NA,PP9804EP017,Epinephelus_polyphekadion,383,NA,1911.854,0.244,11,29.12,28.46
03-Apr-98,Pohnpei,NA,PP9804EP018,Epinephelus_polyphekadion,436,NA,1595.644,0.304,9,29.07,28.4
04-Apr-98,Pohnpei,NA,PP9804EP019,Epinephelus_polyphekadion,394,NA,1577.402,0.213,12,29.11,28.45
04-Apr-98,Pohnpei,NA,PP9804EP020,Epinephelus_polyphekadion,399,NA,1538.484,0.24,9,29.07,28.4
04-Apr-98,Pohnpei,NA,PP9804EP022,Epinephelus_polyphekadion,471,M,1658.885,0.298,13,29.12,28.45
04-Apr-98,Pohnpei,NA,PP9804EP023,Epinephelus_polyphekadion,473,M,1476.458,0.275,11,29.12,28.46
04-Apr-98,Pohnpei,NA,PP9804EP027,Epinephelus_polyphekadion,397,NA,1818.207,0.247,12,29.11,28.45
04-Apr-98,Pohnpei,NA,PP9804EP028,Epinephelus_polyphekadion,405,NA,1795.098,0.275,13,29.12,28.45
05-Apr-98,Pohnpei,NA,PP9804EP039,Epinephelus_polyphekadion,442,M,1543.347,0.266,9,29.07,28.4
05-Apr-98,Pohnpei,NA,PP9804EP040,Epinephelus_polyphekadion,399,M,1836.451,0.266,12,29.11,28.45
05-Apr-98,Pohnpei,NA,PP9804EP042,Epinephelus_polyphekadion,405,M,2233.037,0.341,17,29.08,28.41
05-Apr-98,Pohnpei,NA,PP9804EP043,Epinephelus_polyphekadion,393,NA,1583.559,0.218,8,29.05,28.38
05-Apr-98,Pohnpei,NA,PP9804EP044,Epinephelus_polyphekadion,457,NA,2639.267,0.389,18,29.1,28.41
05-Apr-98,Pohnpei,NA,PP9804EP045,Epinephelus_polyphekadion,440,NA,1991.003,0.243,13,29.12,28.45
05-Apr-98,Pohnpei,NA,PP9804EP046,Epinephelus_polyphekadion,410,M,1217.467,0.164,8,29.05,28.38
05-Apr-98,Pohnpei,NA,PP9804EP047,Epinephelus_polyphekadion,415,NA,1290.442,0.218,8,29.05,28.38
05-Apr-98,Pohnpei,NA,PP9804EP048,Epinephelus_polyphekadion,422,M,1864.513,0.259,11,29.12,28.46
06-Apr-98,Pohnpei,NA,PP9804EP055,Epinephelus_polyphekadion,411,F,1736.808,0.257,13,29.12,28.45
06-Apr-98,Pohnpei,NA,PP9804EP061,Epinephelus_polyphekadion,406,M,1810.998,0.31,11,29.12,28.46
06-Apr-98,Pohnpei,NA,PP9804EP062,Epinephelus_polyphekadion,395,F,1890.054,0.239,17,29.08,28.41
07-Apr-98,Pohnpei,NA,PP9804EP066,Epinephelus_polyphekadion,398,M,1256.389,0.182,7,29.04,28.36
07-Apr-98,Pohnpei,NA,PP9804EP067,Epinephelus_polyphekadion,400,F,1015.57,0.146,5,29.16,28.56
07-Apr-98,Pohnpei,NA,PP9804EP072,Epinephelus_polyphekadion,395,F,1174.898,0.191,10,29.09,28.44
07-Apr-98,Pohnpei,NA,PP9804EP088,Epinephelus_polyphekadion,401,F,1288.011,0.205,12,29.11,28.45
08-Apr-98,Pohnpei,NA,PP9804EP095,Epinephelus_polyphekadion,427,F,1898.569,0.277,17,29.08,28.41
10-Apr-98,Pohnpei,NA,PP9804EP126,Epinephelus_polyphekadion,370,F,1622.48,0.218,10,29.09,28.44
10-Apr-98,Pohnpei,NA,PP9804EP127,Epinephelus_polyphekadion,400,F,1532.477,0.266,8,29.05,28.38
10-Apr-98,Pohnpei,NA,PP9804EP128,Epinephelus_polyphekadion,405,F,1533.693,0.213,10,29.09,28.44
10-Apr-98,Pohnpei,NA,PP9804EP130,Epinephelus_polyphekadion,426,M,1554.369,0.229,8,29.05,28.38
10-Apr-98,Pohnpei,NA,PP9804EP134,Epinephelus_polyphekadion,406,F,1849.919,0.294,13,29.12,28.45
10-Apr-98,Pohnpei,NA,PP9804EP135,Epinephelus_polyphekadion,400,M,1440.041,0.196,9,29.07,28.4
10-Apr-98,Pohnpei,NA,PP9804EP136,Epinephelus_polyphekadion,412,F,1212.604,0.188,7,29.04,28.36
10-Apr-98,Pohnpei,NA,PP9804EP138,Epinephelus_polyphekadion,460,M,1503.286,0.288,10,29.09,28.44
10-Apr-98,Pohnpei,NA,PP9804EP139,Epinephelus_polyphekadion,485,M,2065.195,0.379,17,29.08,28.41
10-Apr-98,Pohnpei,NA,PP9804EP140,Epinephelus_polyphekadion,455,M,1617.614,0.242,13,29.12,28.45
10-Apr-98,Pohnpei,NA,PP9804EP141,Epinephelus_polyphekadion,406,M,1691.805,0.261,15,29.11,28.45
10-Apr-98,Pohnpei,NA,PP9804EP142,Epinephelus_polyphekadion,405,M,1596.937,0.266,11,29.12,28.46
10-Apr-98,Pohnpei,NA,PP9804EP144,Epinephelus_polyphekadion,380,M,1261.253,0.192,7,29.04,28.36
10-Apr-98,Pohnpei,NA,PP9804EP145,Epinephelus_polyphekadion,440,F,1288.012,0.21,8,29.05,28.38
10-Apr-98,Pohnpei,NA,PP9804EP146,Epinephelus_polyphekadion,396,NA,2115.061,0.264,15,29.11,28.45
10-Apr-98,Pohnpei,NA,PP9804EP147,Epinephelus_polyphekadion,399,M,1485.044,0.205,8,29.05,28.38
10-Apr-98,Pohnpei,NA,PP9804EP148,Epinephelus_polyphekadion,430,M,1644.372,0.27,9,29.07,28.4
10-Apr-98,Pohnpei,NA,PP9804EP149,Epinephelus_polyphekadion,420,M,2181.955,0.389,16,29.09,28.41
11-Apr-98,Pohnpei,NA,PP9804EP157,Epinephelus_polyphekadion,425,M,2207.496,0.382,19,29.11,28.41
11-Apr-98,Pohnpei,NA,PP9804EP158,Epinephelus_polyphekadion,432,M,1291.686,0.199,8,29.05,28.38
11-Apr-98,Pohnpei,NA,PP9804EP159,Epinephelus_polyphekadion,415,NA,1437.638,0.247,8,29.05,28.38
11-Apr-98,Pohnpei,NA,PP9804EP166,Epinephelus_polyphekadion,314,F,2507.962,0.302,19,29.11,28.41
21-May-98,Pohnpei,NA,PP9805EP011,Epinephelus_polyphekadion,258,F,856.258,0.082,3,29.11,28.62
02-Jun-98,Pohnpei,NA,PP9806EP008,Epinephelus_polyphekadion,NA,M,2601.615,0.359,22,29.09,28.37
16-Jun-98,Pohnpei,NA,PP9806EP013,Epinephelus_polyphekadion,250,F,737.704,NA,2,28.95,28.39
26-Aug-98,Pohnpei,NA,PP9808EP014,Epinephelus_polyphekadion,240,F,798.404,0.052,3,29.11,28.62
26-Aug-98,Pohnpei,NA,PP9808EP015,Epinephelus_polyphekadion,230,F,544.459,NA,1,28.92,28.02
31-Aug-98,Pohnpei,NA,PP9808EP025,Epinephelus_polyphekadion,248,F,515.248,NA,1,28.92,28.02
31-Aug-98,Pohnpei,NA,PP9808EP026,Epinephelus_polyphekadion,235,F,460.404,NA,1,28.92,28.02
01-Sep-98,Pohnpei,NA,PP9809EP003,Epinephelus_polyphekadion,260,F,942.773,NA,3,29.11,28.62
18-Sep-98,Pohnpei,NA,PP9809EP013,Epinephelus_polyphekadion,250,F,891.071,0.08,3,29.11,28.62
24-Sep-98,Pohnpei,NA,PP9809EP018,Epinephelus_polyphekadion,230,F,981.503,NA,3,29.11,28.62
06-Oct-98,Pohnpei,NA,PP9810EP001,Epinephelus_polyphekadion,265,F,830.267,0.068,2,28.95,28.39
21-Oct-98,Pohnpei,NA,PP9810EP029,Epinephelus_polyphekadion,240,F,786.733,NA,3,29.11,28.62
10-Nov-98,Pohnpei,NA,PP9811EP009,Epinephelus_polyphekadion,245,F,632.854,0.065,2,28.95,28.39
10-Nov-98,Pohnpei,NA,PP9811EP010,Epinephelus_polyphekadion,240,F,750.793,NA,2,28.95,28.39
25-Nov-98,Pohnpei,NA,PP9811EP017,Epinephelus_polyphekadion,243,F,448.925,0.029,1,28.92,28.02
25-Nov-98,Pohnpei,NA,PP9811EP019,Epinephelus_polyphekadion,242,F,656.536,0.058,2,28.95,28.39
01-Dec-98,Pohnpei,NA,PP9812EP015,Epinephelus_polyphekadion,223,F,750.127,0.051,2,28.95,28.39
22-Dec-98,Pohnpei,NA,PP9812EP020,Epinephelus_polyphekadion,240,F,902.421,0.062,3,29.11,28.62
22-Feb-99,Pohnpei,NA,PP9902EP098,Epinephelus_polyphekadion,430,M,2203.893,0.299,17,29.08,28.41
23-Feb-99,Pohnpei,NA,PP9902EP109,Epinephelus_polyphekadion,430,M,1232.086,0.215,6,29.09,28.47
23-Feb-99,Pohnpei,NA,PP9902EP110,Epinephelus_polyphekadion,435,M,1789.142,0.259,12,29.11,28.45
27-Feb-99,Pohnpei,NA,PP9902EP152,Epinephelus_polyphekadion,438,F,1724.68,0.256,12,29.11,28.45
27-Feb-99,Pohnpei,NA,PP9902EP154,Epinephelus_polyphekadion,360,F,1013.158,0.133,6,29.09,28.47
28-Feb-99,Pohnpei,NA,PP9902EP169,Epinephelus_polyphekadion,395,F,1190.734,0.155,5,29.16,28.56
28-Feb-99,Pohnpei,NA,PP9902EP180,Epinephelus_polyphekadion,435,M,2380.254,NA,19,29.11,28.41
01-Mar-99,Pohnpei,NA,PP9903EP001,Epinephelus_polyphekadion,402,F,1920.5,0.232,15,29.11,28.45
01-Mar-99,Pohnpei,NA,PP9903EP002,Epinephelus_polyphekadion,365,F,1370.744,0.167,6,29.09,28.47
01-Mar-99,Pohnpei,NA,PP9903EP006,Epinephelus_polyphekadion,364,M,1155.462,0.161,5,29.16,28.56
01-Mar-99,Pohnpei,NA,PP9903EP007,Epinephelus_polyphekadion,430,M,1249.115,0.168,7,29.04,28.36
01-Mar-99,Pohnpei,NA,PP9903EP008,Epinephelus_polyphekadion,320,M,1081.269,0.136,5,29.16,28.56
02-Mar-99,Pohnpei,NA,PP9903EP020,Epinephelus_polyphekadion,412,M,1458.315,0.194,6,29.09,28.47
02-Mar-99,Pohnpei,NA,PP9903EP032,Epinephelus_polyphekadion,405,M,1421.828,0.222,8,29.05,28.38
20-Mar-99,Pohnpei,NA,PP9903EP057,Epinephelus_polyphekadion,430,M,1343.985,0.196,8,29.05,28.38
21-Mar-99,Pohnpei,NA,PP9903EP059,Epinephelus_polyphekadion,405,M,1228.439,0.187,6,29.09,28.47
22-Mar-99,Pohnpei,NA,PP9903EP083,Epinephelus_polyphekadion,410,M,2559.045,0.307,17,29.08,28.41
22-Mar-99,Pohnpei,NA,PP9903EP088,Epinephelus_polyphekadion,395,M,1136.002,0.177,5,29.16,28.56
23-Mar-99,Pohnpei,NA,PP9903EP098,Epinephelus_polyphekadion,443,M,1444.935,0.213,7,29.04,28.36
23-Mar-99,Pohnpei,NA,PP9903EP103,Epinephelus_polyphekadion,480,M,1339.121,0.199,7,29.04,28.36
23-Mar-99,Pohnpei,NA,PP9903EP106,Epinephelus_polyphekadion,420,M,1041.132,0.166,6,29.09,28.47
29-Mar-99,Pohnpei,NA,PP9903EP213,Epinephelus_polyphekadion,371,F,1991.045,0.221,11,29.12,28.46
29-Mar-99,Pohnpei,NA,PP9903EP215,Epinephelus_polyphekadion,352,F,1292.903,0.15,8,29.05,28.38
29-Mar-99,Pohnpei,NA,PP9903EP247,Epinephelus_polyphekadion,397,F,1260.062,0.177,8,29.05,28.38
29-Mar-99,Pohnpei,NA,PP9903EP250,Epinephelus_polyphekadion,375,F,1201.681,0.167,6,29.09,28.47
30-Mar-99,Pohnpei,NA,PP9903EP273,Epinephelus_polyphekadion,370,F,1626.163,0.201,10,29.09,28.44
30-Mar-99,Pohnpei,NA,PP9903EP282,Epinephelus_polyphekadion,328,M,1362.231,0.152,7,29.04,28.36
31-Mar-99,Pohnpei,NA,PP9903EP352,Epinephelus_polyphekadion,367,F,1261.279,0.166,6,29.09,28.47
31-Mar-99,Pohnpei,NA,PP9903EP359,Epinephelus_polyphekadion,422,M,1475.343,0.267,8,29.05,28.38
07-02-17,Palau,NA,EPPK003,Epinephelus_polyphekadion,390,F,1987.792,0.3011,15,29.09,29.39
07-02-17,Palau,NA,EPPK004,Epinephelus_polyphekadion,413,F,1282.986,0.1969,7,29.16,28.47
07-02-17,Palau,NA,EPPK005,Epinephelus_polyphekadion,415,M,1447.939,0.2363,10,29.18,28.49
07-02-17,Palau,NA,EPPK006,Epinephelus_polyphekadion,403,F,991.397,0.1916,6,29.16,28.42
07-02-17,Palau,NA,EPPK007,Epinephelus_polyphekadion,492,M,1916.145,0.3498,15,29.09,29.39
07-02-17,Palau,NA,EPPK008,Epinephelus_polyphekadion,382,F,1599.565,0.2091,10,29.18,28.49
08-02-17,Palau,NA,EPPK012,Epinephelus_polyphekadion,385,F,1309.643,0.1894,7,29.16,28.47
08-02-17,Palau,NA,EPPK013,Epinephelus_polyphekadion,402,F,1188.011,0.1765,7,29.16,28.47
08-02-17,Palau,NA,EPPK014,Epinephelus_polyphekadion,408,F,2052.773,0.2987,16,29.08,28.39
08-02-17,Palau,NA,EPPK015,Epinephelus_polyphekadion,435,M,1602.899,0.2317,13,29.11,28.41
27-03-17,Palau,NA,EPPK016,Epinephelus_polyphekadion,504,M,1811.173,0.3171,13,29.11,28.41
27-03-17,Palau,NA,EPPK017,Epinephelus_polyphekadion,484,M,2271.046,0.4342,17,29.09,28.41
28-03-17,Palau,NA,EPPK018,Epinephelus_polyphekadion,355,F,1008.057,0.1506,6,29.16,28.42
28-03-17,Palau,NA,EPPK019,Epinephelus_polyphekadion,343,F,1237.996,0.1389,8,29.18,28.43
28-03-17,Palau,NA,EPPK022,Epinephelus_polyphekadion,425,F,1209.67,0.2027,7,29.16,28.47
28-03-17,Palau,NA,EPPK023,Epinephelus_polyphekadion,393,F,1379.624,0.2147,7,29.16,28.47
28-03-17,Palau,NA,EPPK024,Epinephelus_polyphekadion,387,F,1512.92,0.2182,11,29.17,28.47
28-03-17,Palau,NA,EPPK026,Epinephelus_polyphekadion,394,F,1644.553,0.2408,11,29.17,28.47
28-03-17,Palau,NA,EPPK027,Epinephelus_polyphekadion,399,M,1409.617,0.2228,8,29.18,28.43
28-03-17,Palau,NA,EPPK028,Epinephelus_polyphekadion,358,F,1133.025,0.1571,7,29.16,28.47
28-03-17,Palau,NA,EPPK029,Epinephelus_polyphekadion,373,F,979.734,0.1317,6,29.16,28.42
28-03-17,Palau,NA,EPPK030,Epinephelus_polyphekadion,390,M,1457.936,0.2081,9,29.17,28.47
28-03-17,Palau,NA,EPPK031,Epinephelus_polyphekadion,448,M,1801.175,0.2732,13,29.11,28.41
28-03-17,Palau,NA,EPPK032,Epinephelus_polyphekadion,394,M,1499.591,0.2030,9,29.17,28.47
28-03-17,Palau,NA,EPPK033,Epinephelus_polyphekadion,391,F,1387.956,0.1505,8,29.18,28.43
30-03-17,Palau,NA,EPPK034,Epinephelus_polyphekadion,444,M,1556.244,0.2686,11,29.17,28.47
30-03-17,Palau,NA,EPPK035,Epinephelus_polyphekadion,465,M,2086.099,0.3762,18,29.1,28.43
30-03-17,Palau,NA,EPPK036,Epinephelus_polyphekadion,450,M,1589.567,0.3085,11,29.17,28.47
02-11-17,Palau,NA,EPPK037,Epinephelus_polyphekadion,320,F,1186.344,0.1218,6,29.16,28.42
02-11-17,Palau,NA,EPPK038,Epinephelus_polyphekadion,344,F,1241.329,0.1609,7,29.16,28.47
02-11-17,Palau,NA,EPPK040,Epinephelus_polyphekadion,496,M,1861.16,0.3409,13,29.11,28.41
02-11-17,Palau,NA,EPPK041,Epinephelus_polyphekadion,388,F,1477.931,0.2491,9,29.17,28.47
03-11-17,Palau,NA,EPPK042,Epinephelus_polyphekadion,349,F,1121.361,0.0978,5,29.17,28.42
03-11-17,Palau,NA,EPPK043,Epinephelus_polyphekadion,366,F,1123.028,0.1431,6,29.16,28.42
03-11-17,Palau,NA,EPPK044,Epinephelus_polyphekadion,378,F,1058.046,0.1454,5,29.17,28.42
03-11-17,Palau,NA,EPPK045,Epinephelus_polyphekadion,421,M,1532.915,0.2577,9,29.17,28.47
07-11-17,Palau,NA,EPPK046,Epinephelus_polyphekadion,381,F,1467.934,0.2294,12,29.15,28.45
07-11-17,Palau,NA,EPPK047,Epinephelus_polyphekadion,360,F,1801.175,0.2005,11,29.17,28.47
07-11-17,Palau,NA,EPPK048,Epinephelus_polyphekadion,360,F,1279.65,0.1656,8,29.18,28.43
07-11-17,Palau,NA,EPPK049,Epinephelus_polyphekadion,399,F,1314.643,0.1933,8,29.18,28.43
07-11-17,Palau,NA,EPPK050,Epinephelus_polyphekadion,427,F,1666.214,0.2805,14,29.1,28.42
08-11-17,Palau,NA,EPPK051,Epinephelus_polyphekadion,390,F,1496.259,0.2299,11,29.17,28.47
08-11-17,Palau,NA,EPPK054,Epinephelus_polyphekadion,525,M,1999.457,0.3768,20,29.12,28.42
15-11-17,Palau,NA,EPPK056,Epinephelus_polyphekadion,435,M,1592.9,0.3104,14,29.1,28.42
15-11-17,Palau,NA,EPPK057,Epinephelus_polyphekadion,398,F,1246.327,0.1752,7,29.16,28.47
15-11-17,Palau,NA,EPPK059,Epinephelus_polyphekadion,439,F,1231.331,0.1996,7,29.16,28.47
27-11-17,Palau,NA,EPPK060,Epinephelus_polyphekadion,344,F,1184.678,0.1522,6,29.16,28.42
27-11-17,Palau,NA,EPPK063,Epinephelus_polyphekadion,330,F,1124.694,0.1287,6,29.16,28.42
27-11-17,Palau,NA,EPPK066,Epinephelus_polyphekadion,460,M,2787.577,0.5302,21,29.12,28.41
