date,region,site,id,species,length,oto_rad,oto_wt,age,SSTmean,SSTlo
05-Nov-10,Pohnpei,Pohnpei,PP1011NU08,Naso_unicornis,368,450.1179992,0.0117,4,29.19,28.65
05-Nov-10,Pohnpei,Pohnpei,PP1011NU09,Naso_unicornis,378,519.7980879,0.0095,5,29.2,28.65
05-Nov-10,Pohnpei,Pohnpei,PP1011NU10,Naso_unicornis,376,586.4244304,0.0123,4,29.19,28.65
05-Nov-10,Pohnpei,Pohnpei,PP1011NU11,Naso_unicornis,402,527.0971724,0.0113,4,29.19,28.65
05-Nov-10,Pohnpei,Pohnpei,PP1011NU12,Naso_unicornis,445,551.3332171,0.015,5,29.2,28.65
NA,Pohnpei,Pohnpei,PP1011NU13,Naso_unicornis,260,284.7086883,0.0069,1,29.35,28.79
NA,Pohnpei,Pohnpei,PP1011NU14,Naso_unicornis,287,320.6410252,0.0083,1,29.35,28.79
NA,Pohnpei,Pohnpei,PP1011NU15,Naso_unicornis,293,390.3514878,0.0069,2,29.19,28.68
10-Nov-10,Pohnpei,Pohnpei,PP1011NU16,Naso_unicornis,314,353.7976539,0.0081,2,29.19,28.68
10-Nov-10,Pohnpei,Pohnpei,PP1011NU17,Naso_unicornis,322,442.6086338,0.0093,3,29.21,28.64
10-Nov-10,Pohnpei,Pohnpei,PP1011NU18,Naso_unicornis,357,462.8984065,0.0085,3,29.21,28.64
10-Nov-10,Pohnpei,Pohnpei,PP1011NU19,Naso_unicornis,348,463.2371924,0.0096,3,29.21,28.64
10-Nov-10,Pohnpei,Pohnpei,PP1011NU20,Naso_unicornis,370,421.8305421,0.0107,3,29.21,28.64
10-Nov-10,Pohnpei,Pohnpei,PP1011NU21,Naso_unicornis,383,503.262998,0.0136,5,29.2,28.65
10-Nov-10,Pohnpei,Pohnpei,PP1011NU22,Naso_unicornis,458,769.7660312,0.0185,10,29.19,28.63
NA,Pohnpei,Pohnpei,PP1011NU23,Naso_unicornis,228,364.7252526,0.0059,2,29.19,28.68
NA,Pohnpei,Pohnpei,PP1011NU24,Naso_unicornis,234,424.0408282,0.0068,2,29.19,28.68
19-Nov-10,Pohnpei,Pohnpei,PP1011NU25,Naso_unicornis,234,381.6925867,0.006,2,29.19,28.68
19-Nov-10,Pohnpei,Pohnpei,PP1011NU26,Naso_unicornis,424,513.3634917,0.0123,5,29.2,28.65
19-Nov-10,Pohnpei,Pohnpei,PP1011NU27,Naso_unicornis,437,728.4715307,0.0206,10,29.19,28.63
19-Nov-10,Pohnpei,Pohnpei,PP1011NU28,Naso_unicornis,433,541.2864619,0.0152,5,29.2,28.65
19-Nov-10,Pohnpei,Pohnpei,PP1011NU29,Naso_unicornis,445,786.9763566,0.0234,10,29.19,28.63
19-Nov-10,Pohnpei,Pohnpei,PP1011NU30,Naso_unicornis,431,802.5698553,0.0117,6,29.21,28.69
26-Nov-10,Pohnpei,Pohnpei,PP1011NU31,Naso_unicornis,455,720.6958094,0.0184,6,29.21,28.69
26-Nov-10,Pohnpei,Pohnpei,PP1011NU32,Naso_unicornis,389,654.9503104,0.0124,6,29.21,28.69
26-Nov-10,Pohnpei,Pohnpei,PP1011NU34,Naso_unicornis,325,488.6367915,0.0082,3,29.21,28.64
26-Nov-10,Pohnpei,Pohnpei,PP1011NU35,Naso_unicornis,306,437.4030127,0.0086,3,29.21,28.64
26-Nov-10,Pohnpei,Pohnpei,PP1011NU36,Naso_unicornis,296,436.9614228,0.0092,3,29.21,28.64
26-Nov-10,Pohnpei,Pohnpei,PP1011NU37,Naso_unicornis,284,350.8186742,0.0071,2,29.19,28.68
26-Nov-10,Pohnpei,Pohnpei,PP1011NU38,Naso_unicornis,265,470.6507632,0.0069,3,29.21,28.64
26-Nov-10,Pohnpei,Pohnpei,PP1011NU39,Naso_unicornis,229,397.0337483,0.0065,3,29.21,28.64
26-Nov-10,Pohnpei,Pohnpei,PP1011NU40,Naso_unicornis,220,356.5873809,0.0052,2,29.19,28.68
01-Dec-10,Pohnpei,Pohnpei,PP1012NU01,Naso_unicornis,227,374.4635958,0.0059,2,29.19,28.68
01-Dec-10,Pohnpei,Pohnpei,PP1012NU02,Naso_unicornis,252,387.4355924,0.0066,2,29.19,28.68
01-Dec-10,Pohnpei,Pohnpei,PP1012NU03,Naso_unicornis,260,323.5078551,0.0065,1,29.35,28.79
01-Dec-10,Pohnpei,Pohnpei,PP1012NU04,Naso_unicornis,275,387.0454044,0.0076,3,29.21,28.64
01-Dec-10,Pohnpei,Pohnpei,PP1012NU05,Naso_unicornis,285,408.4286379,0.0076,2,29.19,28.68
01-Dec-10,Pohnpei,Pohnpei,PP1012NU06,Naso_unicornis,360,485.7279054,0.0085,3,29.21,28.64
01-Dec-10,Pohnpei,Pohnpei,PP1012NU07,Naso_unicornis,358,549.61125,0.0119,5,29.2,28.65
01-Dec-10,Pohnpei,Pohnpei,PP1012NU08,Naso_unicornis,406,483.6788346,0.0113,4,29.19,28.65
01-Dec-10,Pohnpei,Pohnpei,PP1012NU09,Naso_unicornis,262,395.860848,0.0066,2,29.19,28.68
01-Dec-10,Pohnpei,Pohnpei,PP1012NU10,Naso_unicornis,255,296.7741404,0.0057,1,29.35,28.79
10-Dec-10,Pohnpei,Pohnpei,PP1012NU11,Naso_unicornis,275,402.8889038,0.0077,2,29.19,28.68
10-Dec-10,Pohnpei,Pohnpei,PP1012NU12,Naso_unicornis,265,333.6831154,0.0063,1,29.35,28.79
10-Dec-10,Pohnpei,Pohnpei,PP1012NU14,Naso_unicornis,265,345.8466986,0.006,2,29.19,28.68
10-Dec-10,Pohnpei,Pohnpei,PP1012NU15,Naso_unicornis,287,466.636734,0.0074,3,29.21,28.64
10-Dec-10,Pohnpei,Pohnpei,PP1012NU16,Naso_unicornis,286,425.1296161,0.0082,3,29.21,28.64
10-Dec-10,Pohnpei,Pohnpei,PP1012NU17,Naso_unicornis,298,464.8353274,0.0086,3,29.21,28.64
10-Dec-10,Pohnpei,Pohnpei,PP1012NU18,Naso_unicornis,285,444.2394792,0.0078,3,29.21,28.64
10-Dec-10,Pohnpei,Pohnpei,PP1012NU19,Naso_unicornis,300,468.3259908,0.0078,3,29.21,28.64
10-Dec-10,Pohnpei,Pohnpei,PP1012NU20,Naso_unicornis,315,492.3190441,0.0102,3,29.21,28.64
16-Dec-10,Pohnpei,Pohnpei,PP1012NU21,Naso_unicornis,243,384.7393236,0.0065,2,29.19,28.68
16-Dec-10,Pohnpei,Pohnpei,PP1012NU22,Naso_unicornis,260,392.4940168,0.0077,2,29.19,28.68
16-Dec-10,Pohnpei,Pohnpei,PP1012NU23,Naso_unicornis,267,394.7673872,0.0069,2,29.19,28.68
16-Dec-10,Pohnpei,Pohnpei,PP1012NU24,Naso_unicornis,245,307.0685598,0.005,1,29.35,28.79
16-Dec-10,Pohnpei,Pohnpei,PP1012NU25,Naso_unicornis,294,434.7978657,0.008,3,29.21,28.64
16-Dec-10,Pohnpei,Pohnpei,PP1012NU26,Naso_unicornis,290,482.7886454,0.0092,3,29.21,28.64
16-Dec-10,Pohnpei,Pohnpei,PP1012NU28,Naso_unicornis,334,416.9543611,0.0093,3,29.21,28.64
16-Dec-10,Pohnpei,Pohnpei,PP1012NU29,Naso_unicornis,359,490.211562,0.01,4,29.19,28.65
16-Dec-10,Pohnpei,Pohnpei,PP1012NU30,Naso_unicornis,444,615.3076834,0.0144,5,29.2,28.65
16-Dec-10,Pohnpei,Pohnpei,PP1012NU31,Naso_unicornis,463,643.8825245,0.0166,7,29.23,28.67
07-Jan-11,Pohnpei,Pohnpei,PP1101NU01,Naso_unicornis,334,449.7511758,0.009,3,29.21,28.64
07-Jan-11,Pohnpei,Pohnpei,PP1101NU02,Naso_unicornis,318,463.8493435,0.0069,3,29.21,28.64
08-Jan-11,Pohnpei,Pohnpei,PP1101NU04,Naso_unicornis,377,481.2442488,0.0109,4,29.19,28.65
08-Jan-11,Pohnpei,Pohnpei,PP1101NU05,Naso_unicornis,388,559.3309016,0.0116,4,29.19,28.65
08-Jan-11,Pohnpei,Pohnpei,PP1101NU06,Naso_unicornis,385,481.0339679,0.0096,3,29.21,28.64
08-Jan-11,Pohnpei,Pohnpei,PP1101NU07,Naso_unicornis,377,491.2582937,0.0118,5,29.2,28.65
08-Jan-11,Pohnpei,Pohnpei,PP1101NU08,Naso_unicornis,448,734.3009852,0.0144,9,29.2,28.64
11-Jan-11,Pohnpei,Pohnpei,PP1101NU10,Naso_unicornis,414,587.6604149,0.0114,6,29.21,28.69
11-Jan-11,Pohnpei,Pohnpei,PP1101NU11,Naso_unicornis,446,612.4805732,0.0127,5,29.2,28.65
11-Jan-11,Pohnpei,Pohnpei,PP1101NU12,Naso_unicornis,332,464.5035509,0.0087,3,29.21,28.64
15-Jan-11,Pohnpei,Pohnpei,PP1101NU13,Naso_unicornis,418,551.5224699,0.0111,4,29.19,28.65
15-Jan-11,Pohnpei,Pohnpei,PP1101NU14,Naso_unicornis,358,450.9334219,0.0081,3,29.21,28.64
15-Jan-11,Pohnpei,Pohnpei,PP1101NU15,Naso_unicornis,350,430.914678,0.0082,3,29.21,28.64
NA,Pohnpei,Pohnpei,PP1101NU16,Naso_unicornis,414,556.7935118,0.0114,5,29.2,28.65
NA,Pohnpei,Pohnpei,PP1101NU17,Naso_unicornis,433,532.0808303,0.0121,5,29.2,28.65
24-Jan-11,Pohnpei,Pohnpei,PP1101NU18,Naso_unicornis,388,554.9290209,0.012,6,29.21,28.69
24-Jan-11,Pohnpei,Pohnpei,PP1101NU19,Naso_unicornis,392,533.8378443,0.0104,4,29.19,28.65
24-Jan-11,Pohnpei,Pohnpei,PP1101NU20,Naso_unicornis,267,388.178585,0.007,2,29.19,28.68
24-Jan-11,Pohnpei,Pohnpei,PP1101NU21,Naso_unicornis,330,423.2954992,0.0091,3,29.21,28.64
24-Jan-11,Pohnpei,Pohnpei,PP1101NU22,Naso_unicornis,242,413.4823894,0.0069,2,29.19,28.68
25-Jan-11,Heron,Lagoon,hNU001,Naso_unicornis,405,614.9561544,0.0118,7,25.05,21.99
25-Jan-11,Heron,Lagoon,hNU002,Naso_unicornis,369,575.8191533,0.0102,6,25.03,22.02
25-Jan-11,Heron,Lagoon,hNU003,Naso_unicornis,383,672.4048481,0.0144,9,25.09,22.02
25-Jan-11,Heron,Lagoon,hNU005,Naso_unicornis,270,389.8283267,0.007,2,25.27,22.29
28-Jan-11,Heron,Leeward,hNU006,Naso_unicornis,364,560.9992923,0.0103,6,25.03,22.02
28-Jan-11,Heron,Leeward,hNU007,Naso_unicornis,323,541.0076664,0.0088,5,24.99,21.99
28-Jan-11,Heron,Leeward,hNU008,Naso_unicornis,329,541.8057394,0.0074,6,25.03,22.02
28-Jan-11,Heron,Leeward,hNU009,Naso_unicornis,308,502.2833172,0.0099,5,24.99,21.99
28-Jan-11,Heron,Leeward,hNU010,Naso_unicornis,318,557.5661118,0.0098,5,24.99,21.99
28-Jan-11,Heron,Leeward,hNU011,Naso_unicornis,304,569.22929,0.0104,6,25.03,22.02
28-Jan-11,Heron,Leeward,hNU012,Naso_unicornis,292,424.742453,0.0077,4,25.03,22.11
28-Jan-11,Heron,Leeward,hNU013,Naso_unicornis,287,386.3008856,0.0068,3,25.11,22.16
28-Jan-11,Heron,Leeward,hNU014,Naso_unicornis,278,437.8719072,0.0081,4,25.03,22.11
28-Jan-11,Heron,Leeward,hNU015,Naso_unicornis,273,517.5200195,0.0089,4,25.03,22.11
28-Jan-11,Heron,Leeward,hNU016,Naso_unicornis,260,456.0935285,0.006,3,25.11,22.16
28-Jan-11,Heron,Leeward,hNU017,Naso_unicornis,247,340.339417,0.0057,2,25.27,22.29
28-Jan-11,Heron,Leeward,hNU018,Naso_unicornis,231,346.3846635,0.0058,2,25.27,22.29
01-Feb-11,Heron,Leeward,hNU019,Naso_unicornis,438,712.3566797,0.0124,9,25.09,22.02
01-Feb-11,Heron,Leeward,hNU020,Naso_unicornis,430,662.7378999,0.0169,10,25.09,22.01
04-Feb-11,Heron,Windward,hNU021,Naso_unicornis,406,696.3973128,0.0166,10,25.09,22.01
04-Feb-11,Heron,Windward,hNU022,Naso_unicornis,383,647.7693166,0.015,9,25.09,22.02
04-Feb-11,Heron,Windward,hNU023,Naso_unicornis,370,619.763445,0.0123,8,25.07,22
04-Feb-11,Heron,Windward,hNU024,Naso_unicornis,358,653.0123006,0.0137,9,25.09,22.02
04-Feb-11,Heron,Windward,hNU025,Naso_unicornis,309,514.2146145,0.0093,5,24.99,21.99
04-Feb-11,Heron,Windward,hNU026,Naso_unicornis,291,499.8618671,0.0086,5,24.99,21.99
04-Feb-11,Heron,Windward,hNU027,Naso_unicornis,272,479.9624071,0.0075,4,25.03,22.11
04-Feb-11,Heron,Windward,hNU028,Naso_unicornis,253,374.679601,0.0055,2,25.27,22.29
04-Feb-11,Heron,Windward,hNU029,Naso_unicornis,237,374.3528309,0.0057,2,25.27,22.29
04-Feb-11,Heron,Windward,hNU030,Naso_unicornis,237,384.89745,0.0048,2,25.27,22.29
04-Feb-11,Heron,Windward,hNU031,Naso_unicornis,174,257.1659583,0.0031,1,25.48,22.41
04-Feb-11,Heron,Lagoon,hNU032,Naso_unicornis,421,558.7412272,0.0145,6,25.03,22.02
04-Feb-11,Heron,Lagoon,hNU033,Naso_unicornis,390,656.4350078,0.0131,9,25.09,22.02
04-Feb-11,Heron,Lagoon,hNU034,Naso_unicornis,384,518.3180926,0.0105,5,24.99,21.99
04-Feb-11,Heron,Lagoon,hNU035,Naso_unicornis,280,422.5346602,0.0061,3,25.11,22.16
04-Feb-11,Heron,Lagoon,hNU036,Naso_unicornis,211,327.5220701,0.005,2,25.27,22.29
07-Feb-11,Heron,Leeward,hNU037,Naso_unicornis,468,758.3516632,0.018,10,25.09,22.01
07-Feb-11,Heron,Leeward,hNU038,Naso_unicornis,395,568.7202828,0.0112,7,25.05,21.99
07-Feb-11,Heron,Leeward,hNU039,Naso_unicornis,384,587.5598347,0.0117,7,25.05,21.99
07-Feb-11,Heron,Leeward,hNU040,Naso_unicornis,403,576.0097692,0.0125,7,25.05,21.99
07-Feb-11,Heron,Leeward,hNU041,Naso_unicornis,327,490.0650488,0.0098,5,24.99,21.99
07-Feb-11,Heron,Leeward,hNU042,Naso_unicornis,274,426.7805766,0.0071,3,25.11,22.16
07-Feb-11,Heron,Leeward,hNU043,Naso_unicornis,279,418.4961172,0.0073,4,25.03,22.11
07-Feb-11,Heron,Leeward,hNU044,Naso_unicornis,234,415.3959908,0.0055,3,25.11,22.16
07-Feb-11,Heron,Leeward,hNU045,Naso_unicornis,219,347.0528664,0.006,2,25.27,22.29
07-Feb-11,Heron,Leeward,hNU046,Naso_unicornis,218,355.6452438,0.0048,2,25.27,22.29
