date,year,region,id,species,length,oto_rad,oto_wt,age,SSTmean,SSTlo
20-Sep-11,2010,Oahu,NUNI20110920_05,Naso_unicornis,375,608.8998232,0.01305,7,25.43,23.85
20-Sep-11,2010,Oahu,NUNI20110920_06,Naso_unicornis,393,619.6049584,0.0141,6,25.37,23.78
20-Sep-11,2010,Oahu,NUNI20110920_07,Naso_unicornis,396,603.3869584,0.0141,4,25.35,23.69
20-Sep-11,2010,Oahu,NUNI20110920_08,Naso_unicornis,402,625.0262248,0.01395,7,25.43,23.85
20-Sep-11,2010,Oahu,NUNI20110920_09,Naso_unicornis,388,554.1118424,0.01135,4,25.35,23.69
20-Sep-11,2010,Oahu,NUNI20110920_10,Naso_unicornis,406,576.5096224,0.0126,4,25.35,23.69
30-Sep-11,2010,Oahu,NUNI20110930_01,Naso_unicornis,434,681.4686304,0.0171,7,25.43,23.85
30-Sep-11,2010,Oahu,NUNI20110930_02,Naso_unicornis,453,680.5727192,0.01705,7,25.43,23.85
30-Sep-11,2010,Oahu,NUNI20110930_03,Naso_unicornis,386,1062.296762,0.02885,28,25.32,23.82
30-Sep-11,2010,Oahu,NUNI20110930_04,Naso_unicornis,382,652.7078736,0.0164,5,25.34,23.75
30-Sep-11,2010,Oahu,NUNI20110930_06,Naso_unicornis,430,799.9579048,0.02145,12,25.36,23.84
30-Sep-11,2010,Oahu,NUNI20110930_07,Naso_unicornis,433,754.0832368,0.0207,8,25.46,23.86
19-Oct-11,2010,Oahu,NUNI20111019_02,Naso_unicornis,361,596.3112672,0.0128,6,25.37,23.78
19-Oct-11,2010,Oahu,NUNI20111019_03,Naso_unicornis,360,668.9716728,0.01595,8,25.46,23.86
19-Oct-11,2010,Oahu,NUNI20111019_05,Naso_unicornis,448,709.2876768,0.0182,8,25.46,23.86
19-Oct-11,2010,Oahu,NUNI20111019_06,Naso_unicornis,446,728.9977232,0.0193,8,25.46,23.86
19-Oct-11,2010,Oahu,NUNI20111019_07,Naso_unicornis,437,704.85392,0.0175,9,25.45,23.85
19-Oct-11,2010,Oahu,NUNI20111019_08,Naso_unicornis,455,928.1648048,0.0277,14,25.35,23.82
22-Oct-11,2010,Oahu,NUNI20111022_01,Naso_unicornis,404,546.0486416,0.0109,4,25.35,23.69
22-Oct-11,2010,Oahu,NUNI20111022_02,Naso_unicornis,387,604.4660664,0.01235,8,25.46,23.86
22-Oct-11,2010,Oahu,NUNI20111022_03,Naso_unicornis,370,599.8491128,0.01345,5,25.34,23.75
22-Oct-11,2010,Oahu,NUNI20111022_04,Naso_unicornis,382,637.5689816,0.01465,7,25.43,23.85
22-Oct-11,2010,Oahu,NUNI20111022_05,Naso_unicornis,479,1208.23869,0.0379,26,25.34,23.81
28-Oct-11,2010,Oahu,NUNI20111028_01,Naso_unicornis,450,602.5368464,0.0136,5,25.34,23.75
28-Oct-11,2010,Oahu,NUNI20111028_02,Naso_unicornis,461,657.2332288,0.0162,6,25.37,23.78
28-Oct-11,2010,Oahu,NUNI20111028_03,Naso_unicornis,449,589.0981784,0.01285,5,25.34,23.75
28-Oct-11,2010,Oahu,NUNI20111028_04,Naso_unicornis,497,652.799472,0.0155,7,25.43,23.85
28-Oct-11,2010,Oahu,NUNI20111028_05,Naso_unicornis,460,601.6867344,0.0131,6,25.37,23.78
28-Oct-11,2010,Oahu,NUNI20111028_06,Naso_unicornis,422,610.6458464,0.0136,6,25.37,23.78
28-Oct-11,2010,Oahu,NUNI20111028_07,Naso_unicornis,485,665.2964296,0.01665,6,25.37,23.78
28-Oct-11,2010,Oahu,NUNI20111028_08,Naso_unicornis,513,824.101708,0.02325,11,25.4,23.85
28-Oct-11,2010,Oahu,NUNI20111028_09,Naso_unicornis,456,626.7264488,0.01495,5,25.34,23.75
28-Oct-11,2010,Oahu,NUNI20111028_10,Naso_unicornis,460,638.4190936,0.01515,6,25.37,23.78
04-Nov-11,2010,Oahu,NUNI20111104_02,Naso_unicornis,392,641.1068272,0.0153,6,25.37,23.78
04-Nov-11,2010,Oahu,NUNI20111104_03,Naso_unicornis,411,1025.060612,0.03175,17,25.36,23.82
04-Nov-11,2010,Oahu,NUNI20111104_04,Naso_unicornis,394,670.717696,0.0165,7,25.43,23.85
04-Nov-11,2010,Oahu,NUNI20111104_05,Naso_unicornis,458,932.7817584,0.0266,17,25.36,23.82
08-Nov-11,2010,Oahu,NUNI20111108_02,Naso_unicornis,421,1027.885743,0.03055,20,25.34,23.79
08-Nov-11,2010,Oahu,NUNI20111108_03,Naso_unicornis,413,944.1538088,0.02995,11,25.4,23.85
16-Nov-11,2010,Oahu,NUNI20111116_01,Naso_unicornis,524,853.13726,0.02125,19,25.35,23.79
16-Nov-11,2010,Oahu,NUNI20111116_02,Naso_unicornis,508,1052.212743,0.03055,23,25.35,23.83
16-Nov-11,2010,Oahu,NUNI20111116_03,Naso_unicornis,479,630.3558928,0.0147,6,25.37,23.78
16-Nov-11,2010,Oahu,NUNI20111116_04,Naso_unicornis,510,711.9754104,0.01835,8,25.46,23.86
16-Nov-11,2010,Oahu,NUNI20111116_05,Naso_unicornis,499,686.8440976,0.0174,7,25.43,23.85
02-Dec-11,2010,Oahu,NUNI20111202_01,Naso_unicornis,407,608.854024,0.0135,6,25.37,23.78
02-Dec-11,2010,Oahu,NUNI20111202_02,Naso_unicornis,396,538.03124,0.01,5,25.34,23.75
02-Dec-11,2010,Oahu,NUNI20111202_03,Naso_unicornis,471,815.1883952,0.0223,12,25.36,23.84
02-Dec-11,2010,Oahu,NUNI20111202_04,Naso_unicornis,459,656.3831168,0.0157,7,25.43,23.85
06-Dec-11,2010,Oahu,NUNI20111206_01,Naso_unicornis,363,572.9717768,0.01195,5,25.34,23.75
06-Dec-11,2010,Oahu,NUNI20111206_02,Naso_unicornis,386,594.4736456,0.01315,5,25.34,23.75
06-Dec-11,2010,Oahu,NUNI20111206_03,Naso_unicornis,412,651.8577616,0.0159,6,25.37,23.78
06-Dec-11,2010,Oahu,NUNI20111206_04,Naso_unicornis,428,849.27882,0.02375,13,25.32,23.79
08-Dec-11,2010,Oahu,NUNI20111208_01,Naso_unicornis,383,552.2742208,0.0117,3,25.33,23.6
08-Dec-11,2010,Oahu,NUNI20111208_02,Naso_unicornis,360,506.5827496,0.00915,3,25.33,23.6
08-Dec-11,2010,Oahu,NUNI20111208_03,Naso_unicornis,367,528.1304176,0.0099,4,25.35,23.69
08-Dec-11,2010,Oahu,NUNI20111208_04,Naso_unicornis,389,537.0437304,0.01085,3,25.33,23.6
08-Dec-11,2010,Oahu,NUNI20111208_05,Naso_unicornis,388,545.1527304,0.01085,4,25.35,23.69
08-Dec-11,2010,Oahu,NUNI20111208_06,Naso_unicornis,386,555.8578656,0.0119,3,25.33,23.6
16-Dec-11,2010,Oahu,NUNI20111216_01,Naso_unicornis,437,629.5057808,0.0142,7,25.43,23.85
16-Dec-11,2010,Oahu,NUNI20111216_02,Naso_unicornis,435,664.4005184,0.0166,6,25.37,23.78
16-Dec-11,2010,Oahu,NUNI20111216_03,Naso_unicornis,456,653.6953832,0.01555,7,25.43,23.85
16-Dec-11,2010,Oahu,NUNI20111216_04,Naso_unicornis,465,647.5156032,0.0143,9,25.45,23.85
16-Dec-11,2010,Oahu,NUNI20111216_05,Naso_unicornis,465,1009.163206,0.0286,22,25.33,23.8
16-Dec-11,2010,Oahu,NUNI20111216_06,Naso_unicornis,397,589.9940896,0.0129,5,25.34,23.75
16-Dec-11,2010,Oahu,NUNI20111216_07,Naso_unicornis,390,587.306356,0.01275,5,25.34,23.75
20-Dec-11,2010,Oahu,NUNI20111220_01,Naso_unicornis,413,624.1761128,0.01345,8,25.46,23.86
20-Dec-11,2010,Oahu,NUNI20111220_02,Naso_unicornis,448,786.3818392,0.02205,9,25.45,23.85
20-Dec-11,2010,Oahu,NUNI20111220_03,Naso_unicornis,431,654.6370936,0.01515,8,25.46,23.86
20-Dec-11,2010,Oahu,NUNI20111220_05,Naso_unicornis,440,651.94936,0.015,8,25.46,23.86
28-Dec-11,2010,Oahu,NUNI20111228_01,Naso_unicornis,452,598.9532016,0.0134,5,25.34,23.75
28-Dec-11,2010,Oahu,NUNI20111228_02,Naso_unicornis,498,689.6234296,0.01665,9,25.45,23.85
28-Dec-11,2010,Oahu,NUNI20111228_03,Naso_unicornis,474,659.0708504,0.01585,7,25.43,23.85
28-Dec-11,2010,Oahu,NUNI20111228_04,Naso_unicornis,485,674.3013408,0.0167,7,25.43,23.85
28-Dec-11,2010,Oahu,NUNI20111228_05,Naso_unicornis,497,685.0522752,0.0173,7,25.43,23.85
11-Jan-12,2010,Oahu,NUNI20120111_01,Naso_unicornis,477,633.0436264,0.01485,6,25.37,23.78
11-Jan-12,2010,Oahu,NUNI20120111_02,Naso_unicornis,500,1011.713542,0.0301,19,25.35,23.79
11-Jan-12,2010,Oahu,NUNI20120111_03,Naso_unicornis,518,1183.153176,0.0365,26,25.34,23.81
11-Jan-12,2010,Oahu,NUNI20120111_04,Naso_unicornis,459,615.9755144,0.01435,5,25.34,23.75
19-Jan-12,2010,Oahu,NUNI20120119_01,Naso_unicornis,438,692.2195648,0.0177,7,25.43,23.85
19-Jan-12,2010,Oahu,NUNI20120119_02,Naso_unicornis,410,636.5356728,0.01595,4,25.35,23.69
19-Jan-12,2010,Oahu,NUNI20120119_03,Naso_unicornis,484,858.1921328,0.0247,12,25.36,23.84
19-Jan-12,2010,Oahu,NUNI20120119_04,Naso_unicornis,469,669.7759856,0.0169,6,25.37,23.78
19-Jan-12,2010,Oahu,NUNI20120119_05,Naso_unicornis,445,657.3248272,0.0153,8,25.46,23.86
19-Jan-12,2010,Oahu,NUNI20120119_06,Naso_unicornis,445,706.554144,0.0185,7,25.43,23.85
19-Jan-12,2010,Oahu,NUNI20120119_07,Naso_unicornis,465,702.9704992,0.0183,7,25.43,23.85
19-Jan-12,2010,Oahu,NUNI20120119_08,Naso_unicornis,453,761.2505264,0.0211,8,25.46,23.86
19-Jan-12,2010,Oahu,NUNI20120119_09,Naso_unicornis,515,853.7125768,0.02445,12,25.36,23.84
19-Jan-12,2010,Oahu,NUNI20120119_10,Naso_unicornis,465,909.5338664,0.02485,18,25.35,23.8
19-Jan-12,2010,Oahu,NUNI20120119_11,Naso_unicornis,407,550.4823984,0.0116,3,25.33,23.6
25-Jan-12,2010,Oahu,NUNI20120125_01,Naso_unicornis,394,552.3658192,0.0108,5,25.34,23.75
25-Jan-12,2010,Oahu,NUNI20120125_02,Naso_unicornis,453,642.9444488,0.01495,7,25.43,23.85
25-Jan-12,2010,Oahu,NUNI20120125_03,Naso_unicornis,441,669.867584,0.016,8,25.46,23.86
25-Jan-12,2010,Oahu,NUNI20120125_04,Naso_unicornis,485,673.3596304,0.0171,6,25.37,23.78
26-Jan-12,2010,Oahu,NUNI20120126_01,Naso_unicornis,434,654.5912944,0.0156,7,25.43,23.85
26-Jan-12,2010,Oahu,NUNI20120126_02,Naso_unicornis,456,682.3645416,0.01715,7,25.43,23.85
26-Jan-12,2010,Oahu,NUNI20120126_03,Naso_unicornis,440,959.175376,0.024,26,25.34,23.81
26-Jan-12,2010,Oahu,NUNI20120126_04,Naso_unicornis,466,728.0560128,0.0197,7,25.43,23.85
26-Jan-12,2010,Oahu,NUNI20120126_05,Naso_unicornis,459,812.5006616,0.02215,12,25.36,23.84
26-Jan-12,2010,Oahu,NUNI20120126_06,Naso_unicornis,470,862.717488,0.0245,13,25.32,23.79
26-Jan-12,2010,Oahu,NUNI20120126_07,Naso_unicornis,475,1022.026558,0.02615,29,25.32,23.82
26-Jan-12,2010,Oahu,NUNI20120126_08,Naso_unicornis,471,801.6581288,0.02245,10,25.43,23.88
26-Jan-12,2010,Oahu,NUNI20120126_09,Naso_unicornis,492,694.9988968,0.01695,9,25.45,23.85
03-Feb-12,2010,Oahu,NUNI20120203_01,Naso_unicornis,461,606.074692,0.01425,4,25.35,23.83
03-Feb-12,2010,Oahu,NUNI20120203_02,Naso_unicornis,474,614.183692,0.01425,5,25.36,23.86
03-Feb-12,2010,Oahu,NUNI20120203_04,Naso_unicornis,488,675.1514528,0.0172,6,25.36,23.88
03-Feb-12,2010,Oahu,NUNI20120203_05,Naso_unicornis,568,1267.460427,0.0403,28,25.34,23.85
14-Feb-12,2010,Oahu,NUNI20120214_01,Naso_unicornis,380,537.9396416,0.0109,3,25.34,23.82
14-Feb-12,2010,Oahu,NUNI20120214_02,Naso_unicornis,398,554.1118424,0.01135,4,25.35,23.83
14-Feb-12,2010,Oahu,NUNI20120214_03,Naso_unicornis,400,542.4649968,0.0107,4,25.35,23.83
14-Feb-12,2010,Oahu,NUNI20120214_04,Naso_unicornis,441,613.33358,0.01375,6,25.36,23.88
14-Feb-12,2010,Oahu,NUNI20120214_05,Naso_unicornis,374,520.9173288,0.00995,3,25.34,23.82
14-Feb-12,2010,Oahu,NUNI20120214_06,Naso_unicornis,415,554.0660432,0.0118,3,25.34,23.82
14-Feb-12,2010,Oahu,NUNI20120214_07,Naso_unicornis,365,511.0623056,0.0094,3,25.34,23.82
14-Feb-12,2010,Oahu,NUNI20120214_08,Naso_unicornis,404,547.7946648,0.01145,3,25.34,23.82
14-Feb-12,2010,Oahu,NUNI20120214_09,Naso_unicornis,395,589.9482904,0.01335,4,25.35,23.83
14-Feb-12,2010,Oahu,NUNI20120214_10,Naso_unicornis,404,552.32002,0.01125,4,25.35,23.83
18-Mar-12,2011,Oahu,NUNI20120318_01,Naso_unicornis,465,630.3558928,0.0147,6,25.36,23.88
18-Mar-12,2011,Oahu,NUNI20120318_02,Naso_unicornis,480,696.6991208,0.01795,7,25.38,23.89
18-Mar-12,2011,Oahu,NUNI20120318_03,Naso_unicornis,456,637.5689816,0.01465,7,25.38,23.89
18-Mar-12,2011,Oahu,NUNI20120318_04,Naso_unicornis,443,602.5826456,0.01315,6,25.36,23.88
18-Mar-12,2011,Oahu,NUNI20120318_05,Naso_unicornis,460,651.9035608,0.01545,7,25.38,23.89
18-Mar-12,2011,Oahu,NUNI20120318_06,Naso_unicornis,465,644.7820704,0.0146,8,25.43,23.94
18-Mar-12,2011,Oahu,NUNI20120318_07,Naso_unicornis,456,626.772248,0.0145,6,25.36,23.88
18-Mar-12,2011,Oahu,NUNI20120318_08,Naso_unicornis,470,621.3967808,0.0142,6,25.36,23.88
18-Mar-12,2011,Oahu,NUNI20120318_09,Naso_unicornis,488,657.279028,0.01575,7,25.38,23.89
18-Mar-12,2011,Oahu,NUNI20120318_10,Naso_unicornis,448,601.7783328,0.0122,8,25.43,23.94
21-Mar-12,2011,Oahu,NUNI20120321_01,Naso_unicornis,425,791.9863024,0.0201,14,25.33,23.84
21-Mar-12,2011,Oahu,NUNI20120321_02,Naso_unicornis,443,1063.905388,0.03075,24,25.35,23.86
21-Mar-12,2011,Oahu,NUNI20120321_03,Naso_unicornis,452,712.8255224,0.01885,7,25.38,23.89
21-Mar-12,2011,Oahu,NUNI20120321_04,Naso_unicornis,452,739.840256,0.019,10,25.45,23.92
21-Mar-12,2011,Oahu,NUNI20120321_05,Naso_unicornis,473,777.605924,0.01975,13,25.36,23.9
13-Apr-12,2011,Oahu,NUNI20120413_01,Naso_unicornis,405,550.4823984,0.0116,3,25.34,23.82
13-Apr-12,2011,Oahu,NUNI20120413_02,Naso_unicornis,479,610.6000472,0.01405,5,25.36,23.86
13-Apr-12,2011,Oahu,NUNI20120413_03,Naso_unicornis,567,974.935384,0.0285,18,,
13-Apr-12,2011,Oahu,NUNI20120413_04,Naso_unicornis,481,736.210812,0.01925,9,25.46,23.93
13-Apr-12,2011,Oahu,NUNI20120413_05,Naso_unicornis,455,633.8937384,0.01535,5,25.36,23.86
13-Apr-12,2011,Oahu,NUNI20120413_06,Naso_unicornis,491,660.908472,0.0155,8,25.43,23.94
13-Apr-12,2011,Oahu,NUNI20120413_07,Naso_unicornis,473,689.486032,0.018,6,25.36,23.88
13-Apr-12,2011,Oahu,NUNI20120413_08,Naso_unicornis,436,624.9804256,0.0144,6,25.36,23.88
13-Apr-12,2011,Oahu,NUNI20120413_09,Naso_unicornis,452,619.6049584,0.0141,6,25.36,23.88
13-Apr-12,2011,Oahu,NUNI20120413_10,Naso_unicornis,464,647.3324064,0.0161,5,25.36,23.86
27-Apr-12,2011,Oahu,NUNI20120427_01,Naso_unicornis,407,580.0932672,0.0128,4,25.35,23.83
27-Apr-12,2011,Oahu,NUNI20120427_02,Naso_unicornis,398,564.8169776,0.0124,3,25.34,23.82
27-Apr-12,2011,Oahu,NUNI20120427_03,Naso_unicornis,453,726.2183912,0.02005,6,25.36,23.88
27-Apr-12,2011,Oahu,NUNI20120427_04,Naso_unicornis,414,527.1887072,0.0103,3,25.34,23.82
29-Apr-12,2011,Oahu,NUNI20120429_01,Naso_unicornis,417,599.7575144,0.01435,3,25.34,23.82
29-Apr-12,2011,Oahu,NUNI20120429_02,Naso_unicornis,451,599.8491128,0.01345,5,25.36,23.86
29-Apr-12,2011,Oahu,NUNI20120429_03,Naso_unicornis,410,512.854128,0.0095,3,25.34,23.82
29-Apr-12,2011,Oahu,NUNI20120429_04,Naso_unicornis,420,608.854024,0.0135,6,25.36,23.88
29-Apr-12,2011,Oahu,NUNI20120429_05,Naso_unicornis,408,544.2568192,0.0108,4,25.35,23.83
29-Apr-12,2011,Oahu,NUNI20120429_06,Naso_unicornis,474,587.306356,0.01275,5,25.36,23.86
29-Apr-12,2011,Oahu,NUNI20120429_07,Naso_unicornis,432,640.1651168,0.0157,5,25.36,23.86
29-Apr-12,2011,Oahu,NUNI20120429_08,Naso_unicornis,477,659.9667616,0.0159,7,25.38,23.89
29-Apr-12,2011,Oahu,NUNI20120429_09,Naso_unicornis,475,765.6842832,0.0218,7,25.38,23.89
29-Apr-12,2011,Oahu,NUNI20120429_10,Naso_unicornis,398,523.6050624,0.0101,3,25.34,23.82
29-Apr-12,2011,Oahu,NUNI20120429_11,Naso_unicornis,471,581.0349776,0.0124,5,25.36,23.86
29-Apr-12,2011,Oahu,NUNI20120429_12,Naso_unicornis,479,657.2332288,0.0162,6,25.36,23.88
29-Apr-12,2011,Oahu,NUNI20120429_13,Naso_unicornis,482,625.8763368,0.01445,6,25.36,23.88
11-May-12,2011,Oahu,NUNI20120511_01,Naso_unicornis,426,594.4278464,0.0136,4,25.35,23.83
11-May-12,2011,Oahu,NUNI20120511_02,Naso_unicornis,507,1278.969875,0.0423,25,25.35,23.86
11-May-12,2011,Oahu,NUNI20120511_04,Naso_unicornis,482,828.6728624,0.0226,13,25.36,23.9
11-May-12,2011,Oahu,NUNI20120511_05,Naso_unicornis,487,891.4324456,0.02565,14,25.33,23.84
11-May-12,2011,Oahu,NUNI20120511_06,Naso_unicornis,414,568.4922208,0.0117,5,25.36,23.86
11-May-12,2011,Oahu,NUNI20120511_07,Naso_unicornis,481,720.9345224,0.01885,8,25.43,23.94
11-May-12,2011,Oahu,NUNI20120511_08,Naso_unicornis,498,812.4090632,0.02305,10,25.45,23.92
11-May-12,2011,Oahu,NUNI20120511_11,Naso_unicornis,434,679.7226072,0.01655,8,25.43,23.94
11-May-12,2011,Oahu,NUNI20120511_12,Naso_unicornis,459,652.7536728,0.01595,6,25.36,23.88
11-May-12,2011,Oahu,NUNI20120511_13,Naso_unicornis,518,892.14516,0.0275,10,25.45,23.92
11-May-12,2011,Oahu,NUNI20120511_14,Naso_unicornis,465,944.3370056,0.02815,15,25.35,23.87
11-May-12,2011,Oahu,NUNI20120511_15,Naso_unicornis,492,1251.242427,0.0403,26,25.36,23.85
11-May-12,2011,Oahu,NUNI20120511_17,Naso_unicornis,465,620.5008696,0.01415,6,25.36,23.88
11-May-12,2011,Oahu,NUNI20120511_18,Naso_unicornis,461,954.3752256,0.0269,19,25.35,23.83
11-May-12,2011,Oahu,NUNI20120511_19,Naso_unicornis,487,1372.419435,0.0448,31,25.33,23.86
11-May-12,2011,Oahu,NUNI20120511_20,Naso_unicornis,399,538.9271512,0.01005,5,25.36,23.86
11-May-12,2011,Oahu,NUNI20120511_21,Naso_unicornis,485,1334.791165,0.0427,31,25.33,23.86
11-May-12,2011,Oahu,NUNI20120511_22,Naso_unicornis,485,1046.60828,0.0325,18,25.36,23.86
11-May-12,2011,Oahu,NUNI20120511_23,Naso_unicornis,481,654.5912944,0.0156,7,25.38,23.89
11-May-12,2011,Oahu,NUNI20120511_24,Naso_unicornis,467,812.4548624,0.0226,11,25.43,23.94
11-May-12,2011,Oahu,NUNI20120511_25,Naso_unicornis,440,833.0150208,0.0242,10,25.45,23.92
11-May-12,2011,Oahu,NUNI20120511_26,Naso_unicornis,466,852.8624648,0.02395,13,25.36,23.9
11-May-12,2011,Oahu,NUNI20120511_28,Naso_unicornis,479,835.7027544,0.02435,10,25.45,23.92
11-May-12,2011,Oahu,NUNI20120511_29,Naso_unicornis,499,1335.870273,0.04095,35,25.33,23.84
11-May-12,2011,Oahu,NUNI20120511_30,Naso_unicornis,471,831.3147968,0.0232,12,25.4,23.91
11-May-12,2011,Oahu,NUNI20120511_31,Naso_unicornis,448,829.6145728,0.0222,14,25.33,23.84
11-May-12,2011,Oahu,NUNI20120511_32,Naso_unicornis,507,891.5698432,0.0243,17,25.38,23.87
15-May-12,2011,Oahu,NUNI20120515_01,Naso_unicornis,478,1084.648743,0.03055,27,25.34,23.84
15-May-12,2011,Oahu,NUNI20120515_02,Naso_unicornis,483,930.8525384,0.02785,14,25.33,23.84
15-May-12,2011,Oahu,NUNI20120515_03,Naso_unicornis,427,800.003704,0.021,13,25.36,23.9
15-May-12,2011,Oahu,NUNI20120515_04,Naso_unicornis,509,1407.588968,0.0445,36,25.32,23.83
15-May-12,2011,Oahu,NUNI20120515_05,Naso_unicornis,512,1106.771728,0.0345,21,25.34,23.83
23-May-12,2011,Oahu,NUNI20120523_01,Naso_unicornis,410,625.922136,0.014,7,25.38,23.89
23-May-12,2011,Oahu,NUNI20120523_02,Naso_unicornis,407,670.717696,0.0165,7,25.38,23.89
23-May-12,2011,Oahu,NUNI20120523_03,Naso_unicornis,397,600.745024,0.0135,5,25.36,23.86
23-May-12,2011,Oahu,NUNI20120523_04,Naso_unicornis,450,754.129036,0.02025,9,25.46,23.93
23-May-12,2011,Oahu,NUNI20120523_05,Naso_unicornis,422,1028.160538,0.02785,26,25.36,23.85
23-May-12,2011,Oahu,NUNI20120523_06,Naso_unicornis,397,611.5417576,0.01365,6,25.36,23.88
23-May-12,2011,Oahu,NUNI20120523_07,Naso_unicornis,387,679.676808,0.017,7,25.38,23.89
23-May-12,2011,Oahu,NUNI20120523_08,Naso_unicornis,444,624.1303136,0.0139,7,25.38,23.89
23-May-12,2011,Oahu,NUNI20120523_09,Naso_unicornis,448,621.44258,0.01375,7,25.38,23.89
23-May-12,2011,Oahu,NUNI20120523_10,Naso_unicornis,473,1084.190751,0.03505,17,25.38,23.87
23-May-12,2011,Oahu,NUNI20120523_11,Naso_unicornis,451,673.3596304,0.0171,6,25.36,23.88
23-May-12,2011,Oahu,NUNI20120523_12,Naso_unicornis,439,761.8001168,0.0157,20,25.35,23.83
23-May-12,2011,Oahu,NUNI20120523_13,Naso_unicornis,472,720.0844104,0.01835,9,25.46,23.93
23-May-12,2011,Oahu,NUNI20120523_14,Naso_unicornis,453,950.1961912,0.03255,6,25.36,23.88
23-May-12,2011,Oahu,NUNI20120523_16,Naso_unicornis,509,1099.558639,0.03455,20,25.35,23.83
23-May-12,2011,Oahu,NUNI20120523_17,Naso_unicornis,497,1175.089975,0.03605,26,25.36,23.85
23-May-12,2011,Oahu,NUNI20120523_18,Naso_unicornis,501,1305.271894,0.0406,32,25.33,23.86
23-May-12,2011,Oahu,NUNI20120523_20,Naso_unicornis,499,1114.239539,0.0408,8,25.43,23.94
03-Jun-12,2011,Oahu,NUNI20120603_01,Naso_unicornis,347,543.3151088,0.0112,3,25.34,23.82
03-Jun-12,2011,Oahu,NUNI20120603_02,Naso_unicornis,432,591.8317112,0.01255,6,25.36,23.88
12-Jun-12,2011,Oahu,NUNI20120612_01,Naso_unicornis,425,754.1748352,0.0198,10,25.45,23.92
12-Jun-12,2011,Oahu,NUNI20120612_02,Naso_unicornis,383,837.6520472,0.01405,33,25.33,23.84
12-Jun-12,2011,Oahu,NUNI20120612_03,Naso_unicornis,520,1296.633377,0.03695,39,25.31,23.83
12-Jun-12,2011,Oahu,NUNI20120612_04,Naso_unicornis,482,821.5055728,0.0222,13,25.36,23.9
12-Jun-12,2011,Oahu,NUNI20120612_05,Naso_unicornis,495,1202.01311,0.0371,27,25.34,23.84
12-Jun-12,2011,Oahu,NUNI20120612_06,Naso_unicornis,498,949.6666736,0.0289,14,25.33,23.84
12-Jun-12,2011,Oahu,NUNI20120612_07,Naso_unicornis,389,633.9395376,0.0149,6,25.36,23.88
12-Jun-12,2011,Oahu,NUNI20120612_08,Naso_unicornis,476,944.2912064,0.0286,14,25.33,23.84
12-Jun-12,2011,Oahu,NUNI20120612_09,Naso_unicornis,521,883.3234456,0.02565,13,25.36,23.9
12-Jun-12,2011,Oahu,NUNI20120612_10,Naso_unicornis,473,755.0249472,0.0203,9,25.46,23.93
12-Jun-12,2011,Oahu,NUNI20120612_11,Naso_unicornis,497,1168.818597,0.0357,26,25.36,23.85
12-Jun-12,2011,Oahu,NUNI20120612_12,Naso_unicornis,472,836.5986656,0.0244,10,25.45,23.92
12-Jun-12,2011,Oahu,NUNI20120612_13,Naso_unicornis,483,893.1784688,0.0262,13,25.36,23.9
12-Jun-12,2011,Oahu,NUNI20120612_14,Naso_unicornis,472,990.1200752,0.0298,17,25.38,23.87
12-Jun-12,2011,Oahu,NUNI20120612_15,Naso_unicornis,415,627.7597576,0.01365,8,25.43,23.94
12-Jun-12,2011,Oahu,NUNI20120612_17,Naso_unicornis,447,1216.530886,0.0361,31,25.33,23.86
12-Jun-12,2011,Oahu,NUNI20120612_18,Naso_unicornis,408,622.3842904,0.01335,8,25.43,23.94
12-Jun-12,2011,Oahu,NUNI20120612_19,Naso_unicornis,506,1167.922686,0.03565,26,25.36,23.85
12-Jun-12,2011,Oahu,NUNI20120612_20,Naso_unicornis,498,815.2799936,0.0214,14,25.33,23.84
12-Jun-12,2011,Oahu,NUNI20120612_21,Naso_unicornis,427,669.7759856,0.0169,6,25.36,23.88
12-Jun-12,2011,Oahu,NUNI20120612_22,Naso_unicornis,415,624.1303136,0.0139,7,25.38,23.89
12-Jun-12,2011,Oahu,NUNI20120612_23,Naso_unicornis,426,738.0026344,0.01935,9,25.46,23.93
12-Jun-12,2011,Oahu,NUNI20120612_24,Naso_unicornis,461,876.2935536,0.0239,16,25.38,23.89
12-Jun-12,2011,Oahu,NUNI20120612_25,Naso_unicornis,449,932.7817584,0.0266,17,25.38,23.87
12-Jun-12,2011,Oahu,NUNI20120612_26,Naso_unicornis,380,660.05836,0.015,9,25.46,23.93
12-Jun-12,2011,Oahu,NUNI20120612_27,Naso_unicornis,430,1084.419747,0.0328,22,25.34,23.82
22-Jun-12,2011,Oahu,NUNI20120622_01,Naso_unicornis,468,755.1165456,0.0194,11,25.43,23.94
22-Jun-12,2011,Oahu,NUNI20120622_02,Naso_unicornis,355,562.2666416,0.0109,6,25.36,23.88
22-Jun-12,2011,Oahu,NUNI20120622_03,Naso_unicornis,408,705.7956304,0.0171,10,25.45,23.92
22-Jun-12,2011,Oahu,NUNI20120622_04,Naso_unicornis,487,1019.247226,0.0269,27,25.34,23.84
22-Jun-12,2011,Oahu,NUNI20120622_05,Naso_unicornis,526,872.6641096,0.02415,15,25.35,23.87
22-Jun-12,2011,Oahu,NUNI20120622_06,Naso_unicornis,363,1137.507504,0.0335,27,25.34,23.84
22-Jun-12,2011,Oahu,NUNI20120622_07,Naso_unicornis,399,642.0485376,0.0149,7,25.38,23.89
